@relation 'matrixdomains-weka.filters.unsupervised.attribute.Remove-Rfirst-3,5,6,13-14,20-22,24-39'

@attribute numberOfRows numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute isDiagonallyDominant {true,false}
@attribute isBlockDiagonal {true,false}
@attribute isDiagonal {true,false}
@attribute field {real,pattern,integer,complex}
@attribute symmetric {symmetric,general,skew-symmetric,hermitian}
@attribute isUndirectedWeightedRandomGraph {0,1}

@data
1813,6,469,0.003394,6.153337,30.785803,947.765658,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
500,147,51,0.010544,5.272,10.828876,117.264545,false,true,false,pattern,general,0
227362,1,1,0.000218,49.650469,13.811269,190.751144,false,false,false,real,symmetric,0
220542,9908,9908,0.000203,44.868651,15.478576,239.586322,false,true,false,real,symmetric,0
40806,3,3,0.000122,4.990001,0.175159,0.030681,true,true,false,real,symmetric,0
5033,1,1,0.001726,8.688854,15.981264,255.400784,false,false,false,real,symmetric,0
72,68,17,0.023534,1.694444,1.182488,1.398279,false,true,false,pattern,general,0
30412,1,1,0.00194,58.985959,39.247053,1540.331163,false,false,false,real,general,0
31163,1599,7833,0.000247,7.703302,10.398171,108.121967,false,true,false,real,symmetric,0
325557,100977,39138,0.00003,9.878921,20.537345,421.78253,false,true,false,pattern,general,0
226340,14796,29588,0.000015,3.370898,31.871638,1015.801283,false,true,false,real,symmetric,0
45292,50,10930,0.000106,4.793297,5.749699,33.059037,false,true,false,integer,symmetric,0
253096,1,28919,0.000019,4.77844,2.614277,6.834445,false,false,false,integer,symmetric,0
3562,1,1,0.012603,44.893318,11.487994,131.974013,false,false,false,real,symmetric,0
161,1,1,0.053123,8.552795,1.224238,1.498758,false,false,false,pattern,symmetric,0
511,98,135,0.010708,5.471624,3.440058,11.833997,false,true,false,real,general,0
2283,1,1,0.00919,20.981603,8.552033,73.13726,false,false,false,real,general,0
15575,15466,15466,0.000136,2.120899,8.927556,79.701255,false,true,false,real,general,0
46835,8,8,0.001062,49.729732,27.6934,766.924391,false,true,false,real,general,0
47430,1157,2277,0.000251,11.91128,22.269873,495.947261,false,true,false,real,general,0
70304,121,15970,0.000302,21.250654,26.380694,695.941012,false,true,false,real,general,0
36000,1,1,0.010973,395.026278,83.195071,6921.419904,false,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
2339,1,1,0.124356,290.86832,75.614877,5717.609685,false,false,false,real,general,0
2802,109,3,0.035327,98.987152,37.521916,1407.894158,false,true,false,pattern,symmetric,0
32780,1,1,0.000375,12.30781,24.499295,600.215449,false,false,false,real,symmetric,0
40000,5,5,0.000124,4.9402,0.419796,0.176228,true,true,false,real,symmetric,0
27240,19565,4590,0.000461,12.571109,15.863779,251.659469,false,true,false,pattern,general,0
5321,1,1,0.00232,12.345988,74.635964,5570.527075,false,false,false,real,symmetric,0
29957,1,1,0.002218,66.459225,38.479241,1480.652004,false,false,false,real,general,0
74062,1,1,0.000316,23.375091,66.307172,4396.641066,false,false,false,complex,general,0
40421,1798,9706,0.000215,8.693056,12.734955,162.179088,false,true,false,real,symmetric,0
43887,1,1,0.000222,9.727209,6.072542,36.875772,false,false,false,real,symmetric,0
252266,1,37708,0.000019,4.877716,3.093474,9.569579,false,false,false,integer,symmetric,0
135218,1,28770,0.000036,4.902617,3.719197,13.83243,false,false,false,integer,symmetric,0
15439,13,13,0.001058,16.33791,7.080735,50.136813,false,true,false,real,symmetric,0
187,1,1,0.042638,7.973262,1.430968,2.047668,false,false,false,pattern,symmetric,0
3937,290,351,0.001639,6.453391,3.055953,9.338846,false,true,false,real,general,0
238,1,1,0.019914,4.739496,0.476665,0.22721,false,false,false,real,general,0
1348,262,85,0.010708,14.433976,11.497623,132.195341,false,true,false,real,general,0
848,1,1,0.033888,28.737028,14.777226,218.366419,false,false,false,real,general,0
47430,1157,2277,0.000251,11.91128,22.269873,495.947261,false,true,false,real,general,0
70304,121,7066,0.000309,21.735492,26.318934,692.686304,false,true,false,real,general,0
2339,1,1,0.124356,290.86832,75.614877,5717.609685,false,false,false,real,general,0
72000,1,1,0.005539,398.82825,76.944074,5920.39048,false,false,false,real,symmetric,0
1813,7,483,0.003392,6.148924,30.786111,947.784653,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
2919,61,3,0.037737,110.15519,41.566197,1727.748697,false,true,false,pattern,symmetric,0
37595,4,4,0.000391,14.69746,43.362372,1880.295337,false,true,false,real,symmetric,0
9664,9450,541,0.000173,1.671151,3.695696,13.658172,false,true,false,pattern,general,0
27770,20086,4455,0.000457,12.704609,15.967372,254.956963,false,true,false,pattern,general,0
5339,1,1,0.002756,14.716426,29.93,895.804921,false,false,false,real,symmetric,0
325729,203609,12302,0.000014,4.596256,21.476733,461.250062,false,true,false,pattern,general,0
62,1,19,0.082726,5.129032,2.955871,8.737176,false,false,false,pattern,symmetric,0
15435,1,1,0.000594,9.166051,5.676939,32.227641,false,false,false,real,symmetric,0
186211,1,25701,0.000026,4.856373,2.925289,8.557315,false,false,false,integer,symmetric,0
86204,1,14332,0.000058,4.960164,3.529458,12.457075,false,false,false,integer,symmetric,0
1922,1,1,0.008212,15.783559,5.69528,32.436211,false,false,false,real,symmetric,0
229,1,1,0.033886,7.759825,2.127298,4.525396,false,false,false,pattern,symmetric,0
131,48,65,0.031234,4.091603,3.476184,12.083852,false,true,false,real,general,0
1000,318,318,0.00375,3.75,2.016821,4.067568,true,true,false,real,symmetric,0
53370,1297,2557,0.000225,12.015927,22.502297,506.35336,false,true,false,real,general,0
9540,382,207,0.002278,21.730398,13.088378,171.305649,false,true,false,real,general,0
74752,1,1,0.000107,7.986301,6.277842,39.411298,true,false,false,real,symmetric,0
2163,2,2,0.015916,34.42626,17.686929,312.827469,false,true,false,real,general,0
46772,1,1,0.000942,44.057599,5.876158,34.529235,false,false,false,real,symmetric,0
1650,2,2,0.002725,4.496364,1.714363,2.939041,false,true,false,real,general,0
1813,8,474,0.003379,6.12631,30.787942,947.897392,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
3024,29,3,0.008732,26.404762,9.401553,88.389207,false,true,false,pattern,symmetric,0
41282,1,1,0.000282,11.640328,23.761291,564.598958,false,false,false,real,symmetric,0
97578,1,1,0.001024,99.95665,28.557841,815.55029,false,false,false,real,symmetric,0
37261,1,19,0.000319,11.904485,27.607938,762.198257,false,false,false,real,general,0
5975,1,1,0.001526,9.116485,64.326189,4137.858541,false,false,false,real,symmetric,0
60740,2,2,0.000552,33.508084,12.599657,158.751363,false,true,false,real,general,0
281903,29914,34486,0.000029,8.203166,11.311426,127.948369,false,true,false,pattern,general,0
69244,60916,2097,0.000058,3.98797,28.31903,801.967462,false,true,false,pattern,general,0
241666,1,36989,0.00002,4.949368,3.638082,13.235638,false,false,false,integer,symmetric,0
29902,1,1,0.000307,9.186576,6.140404,37.704561,false,false,false,real,symmetric,0
662,1,1,0.005645,3.73716,1.485312,2.206151,true,false,false,real,symmetric,0
13992,28,28,0.003164,44.274443,15.64157,244.658719,false,true,false,pattern,symmetric,0
1080,211,211,0.019799,21.383333,12.450581,155.01696,false,true,false,real,general,0
23560,1,1,0.00083,19.55,2.110484,4.454141,false,false,false,real,general,0
2870,180,180,0.002884,8.276655,2.038864,4.156966,false,true,false,real,general,0
588,1,1,0.061948,36.42517,9.315747,86.783147,false,false,false,real,symmetric,0
268,1,1,0.04291,11.5,5.769285,33.284644,false,false,false,pattern,symmetric,0
59310,1437,2837,0.000204,12.099477,22.686089,514.658637,false,true,false,real,general,0
63336,1,1,0.00078,49.42554,11.803252,139.316758,false,false,false,pattern,symmetric,0
116158,1,1,0.000631,73.318239,419.589747,176055.555911,false,false,false,real,general,0
1813,6,469,0.003415,6.191947,30.785389,947.740178,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
1074,37,3,0.044724,48.03352,15.982947,255.454607,false,true,false,pattern,symmetric,0
64810,6,6,0.000135,8.733158,18.686997,349.203864,false,true,false,real,symmetric,0
16558,1,1,0.000546,9.03841,7.257986,52.678358,false,false,false,pattern,symmetric,0
14214,638,638,0.001285,18.269875,3.948347,15.589443,false,true,false,real,general,0
49702,172,172,0.000135,6.700515,23.220699,539.200885,false,true,false,real,general,0
4470,4459,607,0.000637,2.848098,17.65171,311.582873,false,true,false,pattern,general,0
6537,1,1,0.001472,9.620774,15.240337,232.267885,false,false,false,real,symmetric,0
77,1,27,0.085681,6.597403,6.039911,36.480519,false,false,false,integer,symmetric,0
67578,1,9377,0.000074,4.977241,2.906551,8.448037,false,false,false,integer,symmetric,0
685,1,1,0.006924,4.743066,1.792928,3.21459,true,false,false,real,symmetric,0
28924,1,1,0.002443,70.650394,31.723693,1006.392725,false,false,false,pattern,symmetric,0
30237,1,1,0.001586,47.959884,14.233034,202.579254,false,false,false,real,symmetric,0
6774,1291,1311,0.000735,4.981399,5.67972,32.259214,false,true,false,real,general,0
1821,1,1,0.015888,28.931906,11.462254,131.383273,false,false,false,real,symmetric,0
292,1,1,0.02979,8.69863,5.408876,29.255943,false,false,false,pattern,symmetric,0
5005,2111,2111,0.0008,4.002597,2.663554,7.094518,true,true,false,real,general,0
398,2,2,0.023219,9.241206,3.759403,14.133109,false,true,false,real,general,0
45330,1,1,0.001564,70.893845,39.731468,1578.589582,false,false,false,pattern,symmetric,0
55590,1,1,0.001365,75.888829,110.888918,12296.352173,false,false,false,pattern,symmetric,0
115967,1,1,0.000077,8.911785,0.587509,0.345166,false,false,false,real,general,0
1813,6,469,0.00342,6.200772,30.785727,947.760993,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
2232,25,3,0.016129,36,11.236108,126.250112,false,true,false,pattern,symmetric,0
67458,29,29,0.000137,9.248925,21.948271,481.726582,false,true,false,real,symmetric,0
7479,1,1,0.001179,8.81682,28.450792,809.447585,false,false,false,real,symmetric,0
49702,199,199,0.000135,6.696048,23.220896,539.21002,false,true,false,real,general,0
1589,396,611,0.002172,3.451227,3.47041,12.043747,false,true,false,real,symmetric,0
326186,48493,108380,0.000015,4.952389,7.669934,58.827882,false,true,false,pattern,symmetric,0
24115,1,3019,0.0002,4.812606,2.976479,8.859425,false,false,false,integer,symmetric,0
35588,2,2,0.000933,33.197033,15.177129,230.34525,false,true,false,pattern,symmetric,0
445,1,1,0.019235,8.559551,1.258907,1.584847,false,false,false,pattern,symmetric,0
1104,559,559,0.003106,3.429348,2.530411,6.402982,true,true,false,real,general,0
62,2,2,0.117066,7.258065,3.203152,10.26018,false,true,false,real,general,0
23052,1,1,0.002151,49.589623,12.221592,149.367309,false,false,false,real,symmetric,0
3909,2,2,0.00597,23.336659,14.198971,201.610787,false,true,false,real,general,0
6774,1291,1311,0.000735,4.981399,5.67972,32.259214,false,true,false,real,general,0
1824,1,1,0.011785,21.495614,7.043317,49.608319,false,false,false,real,symmetric,0
70656,1,1,0.000366,25.837579,3.023958,9.144322,false,false,false,real,symmetric,0
37164,1,1,0.001597,59.335486,24.623815,606.332243,false,false,false,pattern,symmetric,0
259156,1,1,0.000066,17.090255,4.392319,19.292466,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1813,6,470,0.003419,6.199117,30.785621,947.75448,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
3491,76,3,0.013165,45.959324,12.956133,167.861382,false,true,false,pattern,symmetric,0
68924,1,1,0.000139,9.561053,22.646032,512.842768,false,false,false,real,symmetric,0
16830,1,1,0.01012,170.312062,52.858656,2794.037498,false,false,false,pattern,symmetric,0
116835,19,19,0.000056,6.559644,361.499649,130681.996483,false,true,false,real,general,0
99340,1,399,0.000095,9.468703,405.134923,164134.305637,false,false,false,real,general,0
8204,1,1,0.00111,9.102389,14.833326,220.02755,false,false,false,real,symmetric,0
81920,1,1,0.000049,4,0,0,true,false,false,real,symmetric,0
10879,6563,772,0.000338,3.676257,4.918828,24.194868,false,true,false,pattern,general,0
61,1,1,0.149691,9.131148,3.90502,15.24918,false,false,false,pattern,symmetric,0
44609,1,1,0.001012,45.163554,15.485217,239.791937,false,false,false,pattern,symmetric,0
25503,1,1,0.001754,44.738933,13.404047,179.668489,false,false,false,real,symmetric,0
1159,2,2,0.008224,9.531493,2.715433,7.373576,false,true,false,real,symmetric,0
3312,1675,1675,0.001896,6.27808,6.745019,45.495285,false,true,false,real,general,0
782,2,2,0.012287,9.608696,3.827634,14.650782,false,true,false,real,general,0
13694,1914,1934,0.000388,5.311377,6.110931,37.343481,false,true,false,real,general,0
2146,1,1,0.015688,33.667288,4.967983,24.680859,false,false,false,real,symmetric,0
123440,1,1,0.000202,24.995188,3.888321,15.11904,false,false,false,real,symmetric,0
43164,1,1,0.00138,59.581318,24.869149,618.474563,false,false,false,pattern,symmetric,0
17281,1,1,0.001854,32.032984,15.542663,241.574375,false,false,false,real,general,0
1813,7,473,0.003417,6.195256,30.785978,947.776423,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
700,10,3,0.045255,31.678571,12.415015,154.132587,false,true,false,pattern,symmetric,0
76638,18,18,0.000146,11.215324,29.236643,854.781277,false,true,false,real,symmetric,0
90449,1,1,0.000541,48.952725,5.247949,27.540972,false,false,false,real,symmetric,0
116835,19,19,0.000056,6.559644,361.499649,130681.996483,false,true,false,real,general,0
86916,1355,3672,0.00008,6.952678,101.873164,10378.141476,false,true,false,real,general,0
99190,249,249,0.000059,5.836173,6.163581,37.989735,false,true,false,real,general,0
4772,4711,314,0.000394,1.878667,8.900422,79.217512,false,true,false,pattern,general,0
325729,231666,16181,0.000009,2.854671,5.575208,31.082948,false,true,false,pattern,general,0
8127,1,1,0.001176,9.55937,16.500282,272.259304,false,false,false,real,symmetric,0
81920,1,1,0.000049,4,0,0,true,false,false,real,symmetric,0
8846,5613,545,0.000407,3.599254,4.814294,23.177428,false,true,false,pattern,general,0
105,1,1,0.08,8.4,5.474767,29.973077,false,false,false,pattern,symmetric,0
291086,1,41207,0.000017,4.871605,2.963056,8.779701,false,false,false,integer,symmetric,0
8738,1,1,0.007752,67.739071,16.107837,259.462411,false,false,false,pattern,symmetric,0
62,1,1,0.056712,3.516129,1.020156,1.040719,false,false,false,pattern,symmetric,0
8032,1,1,0.00551,44.255478,20.449463,418.18052,false,false,false,real,symmetric,0
398,2,2,0.018371,7.311558,2.496025,6.230143,true,true,false,real,symmetric,0
1733,2,2,0.007388,12.803808,4.227323,17.870263,false,true,false,real,symmetric,0
13694,1914,1934,0.000388,5.311377,6.110931,37.343481,false,true,false,real,general,0
2910,1,1,0.020583,59.895533,30.025509,901.531194,false,false,false,real,symmetric,0
153746,6,6,0.000384,59.061075,15.40955,237.454216,false,true,false,pattern,symmetric,0
16860,1,1,0.008509,143.464057,61.134991,3737.487112,false,false,false,pattern,symmetric,0
3432,59,59,0.002141,7.348485,43.33693,1878.08954,false,true,false,real,general,0
1813,6,470,0.00342,6.201324,30.785697,947.759115,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
5976,95,3,0.006302,37.6583,10.976127,120.475355,false,true,false,pattern,symmetric,0
84064,7,7,0.0001,8.416754,22.10483,488.623502,false,true,false,real,symmetric,0
90449,1,1,0.000451,40.754713,3.190901,10.181851,false,false,false,real,symmetric,0
321821,1,399,0.000019,6.002803,390.911578,152811.861778,false,false,false,real,general,0
6927,1394,42,0.000353,2.446081,8.422633,70.940747,false,true,false,pattern,symmetric,0
2114,417,649,0.001002,2.119205,3.049207,9.297662,false,true,false,pattern,symmetric,0
9271,1,1,0.001356,12.57545,29.277689,857.183061,false,false,false,real,symmetric,0
5489,1,1,0.00871,47.806704,7.728821,59.734678,false,false,false,real,symmetric,0
8717,5492,506,0.000415,3.616497,4.93539,24.358071,false,true,false,pattern,general,0
4941,1,1968,0.00054,2.669095,1.791454,3.209306,false,false,false,pattern,symmetric,0
25016,16,3146,0.000198,4.961864,3.391231,11.500444,false,true,false,integer,symmetric,0
48,48,26,0.010417,0.5,0.505291,0.255319,false,true,true,integer,symmetric,0
634,1,1,0.017982,11.400631,3.843757,14.77447,false,false,false,pattern,symmetric,0
62,2,2,0.08897,5.516129,1.888203,3.565309,true,true,false,real,symmetric,0
588,1,1,0.070196,41.27551,10.873547,118.234016,false,false,false,real,symmetric,0
19716,342,342,0.000586,11.55772,4.498639,20.237754,false,true,false,real,general,0
20614,2754,2774,0.000263,5.428495,6.29628,39.643143,false,true,false,real,general,0
4704,1,1,0.004734,22.269558,6.456716,41.689177,false,false,false,real,symmetric,0
53570,2,2,0.000409,21.909539,4.297592,18.469294,false,true,false,pattern,symmetric,0
22209,1,1,0.006542,145.286641,61.538326,3786.965564,false,false,false,pattern,symmetric,0
18510,851,851,0.000424,7.841653,99.952154,9990.433026,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
11341,1,49,0.000756,8.570056,24.149997,583.222363,false,false,false,real,general,0
55476,1,1,0.000247,13.698753,4.188375,17.542489,false,false,false,real,symmetric,0
34920,1,1,0.003195,111.583505,53.158079,2825.781337,false,false,false,real,symmetric,0
116835,19,19,0.000055,6.417597,352.943004,124568.764173,false,true,false,real,general,0
39899,1384,4466,0.000123,4.898093,24.7389,612.013175,false,true,false,real,general,0
321671,249,249,0.000013,4.091401,3.830562,14.673205,false,true,false,real,general,0
472,42,230,0.011796,5.567797,6.693126,44.797942,false,true,false,pattern,symmetric,0
9941,1,1,0.000825,8.198471,44.157685,1949.901149,false,false,false,real,symmetric,0
5489,1,1,0.008741,47.977956,7.693618,59.191752,false,false,false,real,symmetric,0
9914,4391,797,0.000375,3.717369,10.591467,112.179166,false,true,false,pattern,general,0
6301,4234,292,0.000523,3.297413,4.700501,22.094706,false,true,false,pattern,general,0
