@relation 'matrixdomains-weka.filters.unsupervised.attribute.Remove-Rfirst-3,5,6,20-25,27-39'

@attribute numberOfRows numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute maxEig numeric
@attribute isMaxEigNegative {true,false}
@attribute isDiagonallyDominant {true,false}
@attribute isBlockDiagonal {true,false}
@attribute isDiagonal {true,false}
@attribute field {real,pattern,integer,complex}
@attribute symmetric {symmetric,general,skew-symmetric,hermitian}
@attribute isElectromagneticsProblem {0,1}

@data
15449,1,1,0.008089,124.969577,42.49616,1805.923595,141.72475,false,false,false,false,pattern,symmetric,0
150102,1,1,0.000032,4.841201,0.639643,0.409144,44947.669006,false,true,false,false,real,symmetric,0
52652,17903,15276,0.000064,3.382132,4.474653,20.022516,16.33876,false,false,true,false,pattern,symmetric,0
124,1,1,0.78486,97.322581,22.826154,521.033307,29783.410404,false,false,false,false,integer,symmetric,0
6611,1,1,0.001472,9.731206,17.042145,290.434698,52.777739,false,false,false,false,real,symmetric,0
2603,1,1,0.011369,29.593162,15.066521,227.000061,92.313915,false,false,false,false,real,general,0
59310,1437,2837,0.000204,12.099477,22.686089,514.658637,265756797.195862,true,false,true,false,real,general,0
34,1,11,0.134948,4.588235,3.877813,15.037433,2.916507,false,false,false,false,pattern,symmetric,0
9774,2,2,0.008592,83.976161,192.99668,37247.718556,4349.621257,true,false,true,false,real,symmetric,0
201062,1,29648,0.000024,4.847132,3.320047,11.022712,6257963.18032,true,false,false,false,integer,symmetric,0
10974,519,519,0.003559,39.060507,15.414264,237.599546,12156221102.129354,false,false,true,false,real,symmetric,0
869,1,1,0.009647,8.383199,1.662612,2.76428,9.789499,false,false,false,false,pattern,symmetric,0
1141,1,1,0.005734,6.542507,0.845623,0.715078,7.749237,false,false,false,false,pattern,symmetric,0
362,362,15,0.006715,2.430939,2.362433,5.58109,0,true,false,true,true,real,skew-symmetric,0
324,1,1,0.25463,82.5,0.500773,0.250774,3.008318,false,false,false,false,complex,symmetric,1
52329,1,1,0.000985,51.567257,16.978745,288.277777,68.11648,false,false,false,false,pattern,symmetric,0
29610,737,1437,0.000383,11.346572,20.959613,439.305396,37042817.984104,true,false,true,false,real,general,0
12005,607,607,0.001801,21.622407,12.304802,151.408145,51119718.458867,false,false,true,false,real,general,0
87,1,19,0.030387,2.643678,1.210199,1.464582,0.197995,false,false,false,false,real,general,0
14270,31,1564,0.001501,21.426069,26.053057,678.761756,2.651633,false,false,true,false,real,general,0
1048,2,98,0.012109,12.689885,9.298726,86.466297,48.576143,true,false,true,false,real,general,0
94069,1,1,0.000052,4.895268,0.317191,0.10061,5.976996,false,false,false,false,pattern,symmetric,0
42930,1,1,0.001708,73.343955,36.984135,1367.826205,311764.54871,false,false,false,false,real,general,0
281903,29914,34486,0.000029,8.203166,166.331938,27666.313631,48.375568,false,false,true,false,pattern,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179946,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.960366,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
4098,1,1,0.004309,17.656418,19.432052,377.604646,105201695.77646,false,false,false,false,real,symmetric,0
37376,1,1,0.000214,7.986301,6.277884,39.411826,14.730511,false,false,false,false,pattern,symmetric,0
50000,1,1,0.00062,30.97976,11.154638,124.425959,650594.193007,true,false,false,false,real,symmetric,0
121,12,23,0.014138,1.710744,1.220915,1.490634,2.42669,false,false,true,false,pattern,general,0
4119,1,1,0.002104,8.666909,15.066608,227.002671,7385.301548,false,false,false,false,real,symmetric,0
1090,801,1073,0.002985,3.253211,11.25292,126.628204,1350,true,false,true,false,real,general,0
101492,1,1,0.00016,16.230481,2.653712,7.042187,41445034545.303464,false,false,false,false,real,symmetric,1
18772,290,2881,0.001124,21.103772,30.568828,934.453245,60.461958,false,false,true,false,pattern,symmetric,0
112,1,33,0.067761,7.589286,6.881957,47.361326,5.166063,false,false,false,false,pattern,symmetric,0
60005,1,1,0.00005,2.981085,0.136226,0.018558,7.116712063395475E193,false,false,false,false,pattern,symmetric,0
11948,792,792,0.001044,12.478239,7.62482,58.137888,49653529241.32076,false,false,true,false,real,symmetric,0
1349,1,1,0.005001,6.746479,0.671205,0.450516,7.84476,false,false,false,false,pattern,symmetric,0
30,1,1,0.2,6,1.17444,1.37931,24602497.433394,true,false,false,false,real,general,0
87,1,1,0.071476,6.218391,2.329913,5.428495,5.911388,false,false,false,false,pattern,symmetric,0
817,1,1,0.010267,8.388005,2.307809,5.325983,3.26155190612449E14,false,false,false,false,real,symmetric,0
878,1,1,0.009662,8.482916,1.181984,1.397085,9.669324,false,false,false,false,pattern,symmetric,0
1224,1,1,0.006416,7.853758,1.56328,2.443845,16825059.534882,true,false,false,false,real,general,0
217918,1,1,0.000243,52.884259,5.445559,29.65411,128835864.213782,false,false,false,false,real,symmetric,0
14270,31,1556,0.001512,21.573791,26.26978,690.101324,2.65171,false,false,true,false,real,general,0
4134,2,199,0.005524,22.836962,18.8025,353.534022,808.106915,true,false,true,false,real,general,0
441,1,1,0.138003,60.85941,25.620716,656.421099,210245014.875745,true,false,false,false,real,symmetric,0
18454,1,1,0.000744,13.728731,3.329044,11.082535,15.966148,false,false,false,false,pattern,symmetric,0
87,1,17,0.030651,2.666667,1.245146,1.550388,109.666471,true,false,false,false,real,general,0
29610,737,1437,0.000383,11.346572,20.959613,439.305396,9310.595565,false,false,true,false,real,general,0
21036,1,1,0.000686,14.426127,3.487041,12.159458,0.855658,false,false,false,false,complex,general,1
1813,6,469,0.003421,6.202427,30.785671,947.757566,1.179858,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.884108,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
29008,1,2,0.000091,2.648649,0.957666,0.917124,7.116712063395475E193,false,false,false,false,integer,symmetric,0
18728,1,1,0.00029,5.423751,1.649237,2.719983,11.129867,false,false,false,false,pattern,symmetric,0
112,1,1,0.026786,3,0,0,2.593053,true,false,false,false,pattern,symmetric,0
3797,1,1,0.003443,13.072162,20.027183,401.088047,2097.979236,false,false,false,false,real,symmetric,0
2000,1529,1983,0.001296,2.592,8.341482,69.580326,2442,true,false,true,false,real,general,0
29282,1,1,0.000474,13.868042,2.732987,7.469216,2.663552,false,false,false,false,complex,general,1
23133,567,6174,0.000349,8.080923,10.636229,113.129367,25.83002,false,false,true,false,pattern,symmetric,0
22963,1,2545,0.000184,4.218613,32.943145,1085.250787,39.759274,false,false,false,false,pattern,symmetric,0
4824,1,286,0.000588,2.834577,0.406252,0.165041,2.972815,false,false,false,false,pattern,symmetric,0
115406,1,19088,0.000043,4.956987,3.821794,14.606113,18037468.40332,false,false,false,false,integer,symmetric,0
485,4,4,0.013328,6.463918,2.362158,5.57979,1.7739986111165474E16,false,false,true,false,real,symmetric,0
918,1,1,0.008762,8.043573,1.828604,3.343792,9.486331,false,false,false,false,pattern,symmetric,0
532,2,2,0.012275,6.530075,2.018987,4.076307,149867.499331,true,false,true,false,real,general,0
2873,2650,84,0.000159,0.457362,1.790472,3.205789,1.405599,true,false,true,false,real,symmetric,0
2624,6,60,0.005203,13.652058,72.880051,5311.501841,1.094838,false,false,true,false,real,general,0
2203,1,1,0.013976,30.789832,15.747204,247.974429,0.231847,true,false,false,false,real,general,0
53,1,1,0.051264,2.716981,0.927722,0.860668,160.076035,false,false,false,false,real,general,0
35550,877,1717,0.000326,11.597918,21.554016,464.575618,54936386.56604,true,false,true,false,real,general,0
17576,31,1807,0.001229,21.606793,26.138362,683.213971,2.095009,true,false,true,false,real,general,0
3198,2,199,0.005557,17.771732,13.765785,189.49683,712.308728,true,false,true,false,real,general,0
9604,1,1,0.000924,8.877968,0.596161,0.355407,0,false,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179954,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871694,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
430,9,19,0.008729,3.753488,1.417399,2.00902,2001004.293136,false,false,true,false,real,general,0
30200,1,2,0.000088,2.649007,0.957376,0.916569,0,false,false,false,false,integer,symmetric,0
100196,1,1,0.000054,5.436225,1.558236,2.4281,17.785261,false,false,false,false,pattern,symmetric,0
50000,6,6,0.00014,6.99936,1.99999,3.99996,601285.534968,false,true,true,false,real,symmetric,0
4307,1,1,0.001862,8.018807,12.5302,157.005917,16852.739406,false,false,false,false,real,symmetric,0
340,201,323,0.018997,6.458824,19.785011,391.446677,450,true,false,true,false,real,general,0
24842,7,31,0.000257,6.377345,3.589762,12.886388,364645.550619,true,false,true,false,real,general,0
5242,355,2043,0.001055,5.528424,7.918665,62.705259,20.296559,false,false,true,false,pattern,symmetric,0
16706,1029,3049,0.000869,14.515863,21.009099,441.382239,20.561575,true,false,true,false,real,symmetric,0
62032,1,1,0.000063,3.918752,0.278015,0.077292,3.977836,false,false,false,false,pattern,symmetric,0
285762,1,52235,0.000017,4.906629,3.360561,11.29337,6085791.537616,true,false,false,false,integer,symmetric,0
3600,2,2,0.002052,7.388889,1.128523,1.273564,190602074.063172,false,false,true,false,real,symmetric,0
1054,1,1,0.010978,11.571157,5.589823,31.246119,14.234609,false,false,false,false,pattern,symmetric,0
992,1,1,0.017015,16.879032,2.407834,5.797663,17.8926,false,false,false,false,pattern,symmetric,0
3140,1,1,0.055089,172.980892,191.672268,36738.258316,2227440.602701,false,false,false,false,integer,general,0
2398,2,99,0.010764,25.81151,21.548567,464.34076,425.866898,true,false,true,false,real,general,0
9801,1,1,0.000906,8.879196,0.593242,0.351936,0,false,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179903,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871656,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
24300,1,2,0.000119,2.88,1.77362,3.145729,3.440506,false,false,false,false,integer,symmetric,0
199187,1,1,0.000295,58.779323,12.663323,160.359754,67.501806,false,false,false,false,pattern,symmetric,0
48962,1,1,0.000214,10.458805,2.328847,5.423529,41713.817187,false,false,false,false,real,symmetric,0
4510,3231,3249,0.001042,4.700443,22.509131,506.660967,3.205979,false,false,true,false,real,general,0
656,1,1,0.044068,28.908537,14.647331,214.544293,0.514527,false,false,false,false,real,general,0
2904,1,929,0.006894,20.02135,25.724304,661.739813,1000000.000001,false,false,false,false,real,general,0
35550,877,1717,0.000326,11.597918,21.554016,464.575618,13167.179194,false,false,true,false,real,general,0
17576,31,1798,0.001237,21.732761,26.321388,692.815464,2.095413,true,false,true,false,real,general,0
2048,1,1,0.002869,5.875,0.34241,0.117245,73.027771,true,false,false,false,real,general,0
105,66,16,0.013515,1.419048,1.342937,1.80348,2.193355,false,false,true,false,pattern,general,0
4563,1,1,0.001485,6.777778,10.423419,108.647669,23324.695682,false,false,false,false,real,symmetric,0
4000,3129,3983,0.000549,2.196,5.917629,35.018339,4842,true,false,true,false,real,general,0
189860,67,69,0.000037,7.055925,3.86367,14.927942,515341.826867,true,false,true,false,real,general,0
12008,278,3679,0.001644,19.737675,46.638841,2175.18145,73.347854,false,false,true,false,pattern,symmetric,0
10937,1,1,0.001262,13.804151,2.861508,8.188231,14.609056,false,false,false,false,pattern,symmetric,0
32580,1,6585,0.000147,4.775875,3.139724,9.857867,2060299.696362,true,false,false,false,integer,symmetric,0
138,4,4,0.036547,5.043478,1.851689,3.428753,8778623.903984,false,false,true,false,real,symmetric,0
1072,1,1,0.010829,11.608209,5.650037,31.92292,14.308513,false,false,false,false,pattern,symmetric,0
1176,2,2,0.013415,15.77551,23.680259,560.754668,20.080141,false,false,true,false,pattern,symmetric,0
131,48,65,0.031234,4.091603,3.476184,12.083852,119005.66546,true,false,true,false,real,general,0
3140,1,1,0.054771,171.981529,191.671726,36738.05063,1,false,false,false,false,real,general,0
5000,1,1,0.001184,5.92,0.277156,0.076815,170.067531,true,false,false,false,real,general,0
12127,4399,4521,0.000327,3.969407,21.047737,443.007228,5.979464,false,false,true,false,real,general,0
839,1,1,0.031907,26.769964,13.811491,190.757283,15.072251,false,false,false,false,real,general,0
9801,1,1,0.000906,8.879196,0.593242,0.351936,0,false,true,false,false,real,symmetric,0
9000,1,1,0.04049,364.41,94.76794,8980.962451,178.436273,false,false,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179858,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
35543,2,2,0.000101,3.604507,1.501856,2.255573,501188264.476001,false,false,true,false,real,symmetric,0
224617,1,1,0.000246,55.150861,11.99201,143.808312,65.635124,false,false,false,false,pattern,symmetric,0
40000,1,1,0.000125,4.98,0.140714,0.0198,0,false,true,false,false,real,symmetric,0
41490,1017,1997,0.000284,11.777127,21.966606,482.531758,81473460.529608,true,false,true,false,real,general,0
35152,61,7985,0.000605,21.249772,26.381475,695.98222,2.095042,true,false,true,false,real,general,0
5860,1318,1412,0.000736,4.310239,17.169745,294.800134,425145.84132,false,false,true,false,real,symmetric,0
7343,2060,2845,0.000441,3.240637,6.239126,38.926695,81.816168,false,false,true,false,integer,symmetric,0
4598,1,1,0.001447,6.652893,9.008927,81.160761,35298.43152,false,false,false,false,real,symmetric,0
90,1,73,0.215556,19.4,35.499897,1260.242697,141.832499,true,false,false,false,real,general,0
9877,429,3944,0.000533,5.26182,6.186704,38.275307,15.598287,false,false,true,false,pattern,symmetric,0
16726,1188,4891,0.00034,5.69102,6.417303,41.181775,19.653625,false,false,true,false,real,symmetric,0
226340,14796,29588,0.000015,3.461589,34.332411,1178.714411,452680.000002,false,false,true,false,real,symmetric,0
195574,1,24836,0.000025,4.844366,2.929262,8.580575,7344772.935999,true,false,false,false,integer,symmetric,0
3134,1,1,0.0046,14.415444,4.867445,23.692018,3.2206694099780516E16,false,false,false,false,real,symmetric,0
144,1,1,0.0625,9,3.010471,9.062937,9.785268,false,false,false,false,pattern,symmetric,0
3937,290,351,0.001639,6.453391,3.055953,9.338846,11719859.570301,true,false,true,false,real,general,0
3140,1,1,0.055089,172.980892,191.672268,36738.258316,1,false,false,false,false,real,general,0
968,1,1,0.006011,5.818182,0.406768,0.16546,36.805107,true,false,false,false,real,general,0
80209,27923,28005,0.000048,3.835031,30.031417,901.885986,5340.897241,true,false,true,false,real,general,0
1409,1,1,0.021539,30.347764,15.269213,233.14886,267247.712831,false,false,false,false,real,general,0
4008,3943,3943,0.00051,2.042914,3.570902,12.75134,1.912688,false,false,true,false,real,general,0
41490,1017,1997,0.000284,11.777127,21.966606,482.531758,13167.170523,false,false,true,false,real,general,0
35152,61,3533,0.000618,21.734581,26.319752,692.729357,?,false,false,true,false,real,general,0
3557,1,1,0.109492,389.462187,123.755613,15315.451677,1006093.884017,false,false,false,false,real,general,0
18000,1,1,0.021288,383.184222,89.175335,7952.240298,178.988536,false,false,false,false,real,symmetric,0
1813,6,469,0.003394,6.153337,30.785803,947.765658,1.017819,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179826,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
500,147,51,0.010544,5.272,10.828876,117.264545,15.128374,false,false,true,false,pattern,general,0
227362,1,1,0.000218,49.650469,13.811269,190.751144,5013801439531.629568,false,false,false,false,real,symmetric,0
220542,9908,9908,0.000203,44.868651,15.478576,239.586322,259068965.612858,false,false,true,false,real,symmetric,0
40806,3,3,0.000122,4.990001,0.175159,0.030681,12.190396,false,true,true,false,real,symmetric,0
5033,1,1,0.001726,8.688854,15.981264,255.400784,14525.143425,false,false,false,false,real,symmetric,0
72,68,17,0.023534,1.694444,1.182488,1.398279,1,false,false,true,false,pattern,general,0
30412,1,1,0.00194,58.985959,39.247053,1540.331163,139945445.448468,false,false,false,false,real,general,0
31163,1599,7833,0.000247,7.703302,10.398171,108.121967,33.654935,false,false,true,false,real,symmetric,0
325557,100977,39138,0.00003,9.878921,20.537345,421.78253,82.025403,false,false,true,false,pattern,general,0
226340,14796,29588,0.000015,3.370898,31.871638,1015.801283,452680.000002,false,false,true,false,real,symmetric,0
45292,50,10930,0.000106,4.793297,5.749699,33.059037,79081707.296195,true,false,true,false,integer,symmetric,0
253096,1,28919,0.000019,4.77844,2.614277,6.834445,8414429.154525,true,false,false,false,integer,symmetric,0
3562,1,1,0.012603,44.893318,11.487994,131.974013,4.710693739296848E13,false,false,false,false,real,symmetric,0
161,1,1,0.053123,8.552795,1.224238,1.498758,8.639134,false,false,false,false,pattern,symmetric,0
511,98,135,0.010708,5.471624,3.440058,11.833997,985536.458754,true,false,true,false,real,general,0
2283,1,1,0.00919,20.981603,8.552033,73.13726,89.230425,false,false,false,false,real,general,0
15575,15466,15466,0.000136,2.120899,8.927556,79.701255,1.941276,false,false,true,false,real,general,0
46835,8,8,0.001062,49.729732,27.6934,766.924391,60685454.1468,false,false,true,false,real,general,0
47430,1157,2277,0.000251,11.91128,22.269873,495.947261,120829293.399012,true,false,true,false,real,general,0
70304,121,15970,0.000302,21.250654,26.380694,695.941012,?,false,false,true,false,real,general,0
36000,1,1,0.010973,395.026278,83.195071,6921.419904,189.325081,false,false,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.17989,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871659,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.223375,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
2339,1,1,0.124356,290.86832,75.614877,5717.609685,475952.780275,false,false,false,false,real,general,0
2802,109,3,0.035327,98.987152,37.521916,1407.894158,103.792391,false,false,true,false,pattern,symmetric,0
32780,1,1,0.000375,12.30781,24.499295,600.215449,14597.467983,false,false,false,false,real,symmetric,0
40000,5,5,0.000124,4.9402,0.419796,0.176228,12.397483,false,true,true,false,real,symmetric,0
27240,19565,4590,0.000461,12.571109,15.863779,251.659469,10.801154,false,false,true,false,pattern,general,0
5321,1,1,0.00232,12.345988,74.635964,5570.527075,367.209698,false,false,false,false,real,symmetric,0
29957,1,1,0.002218,66.459225,38.479241,1480.652004,18.188801,false,false,false,false,real,general,0
74062,1,1,0.000316,23.375091,66.307172,4396.641066,3586.983684,false,false,false,false,complex,general,1
40421,1798,9706,0.000215,8.693056,12.734955,162.179088,42.216858,false,false,true,false,real,symmetric,0
43887,1,1,0.000222,9.727209,6.072542,36.875772,1635260.444009,false,false,false,false,real,symmetric,0
252266,1,37708,0.000019,4.877716,3.093474,9.569579,4279439.296661,false,false,false,false,integer,symmetric,0
135218,1,28770,0.000036,4.902617,3.719197,13.83243,2629673.551855,true,false,false,false,integer,symmetric,0
15439,13,13,0.001058,16.33791,7.080735,50.136813,1.3713369992918085E15,false,false,true,false,real,symmetric,0
187,1,1,0.042638,7.973262,1.430968,2.047668,8.439235,false,false,false,false,pattern,symmetric,0
3937,290,351,0.001639,6.453391,3.055953,9.338846,11719860.536629,true,false,true,false,real,general,0
238,1,1,0.019914,4.739496,0.476665,0.22721,483249453.538683,true,false,false,false,real,general,0
1348,262,85,0.010708,14.433976,11.497623,132.195341,35.542366,false,false,true,false,real,general,0
848,1,1,0.033888,28.737028,14.777226,218.366419,0.645912,false,false,false,false,real,general,0
47430,1157,2277,0.000251,11.91128,22.269873,495.947261,26334.330465,false,false,true,false,real,general,0
70304,121,7066,0.000309,21.735492,26.318934,692.686304,2.099207,true,false,true,false,real,general,0
2339,1,1,0.124356,290.86832,75.614877,5717.609685,488008.582997,false,false,false,false,real,general,0
72000,1,1,0.005539,398.82825,76.944074,5920.39048,2784.429466,false,false,false,false,real,symmetric,0
1813,7,483,0.003392,6.148924,30.786111,947.784653,3.866532,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179791,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.87185,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
2919,61,3,0.037737,110.15519,41.566197,1727.748697,108.568437,false,false,true,false,pattern,symmetric,0
37595,4,4,0.000391,14.69746,43.362372,1880.295337,2310.139807,false,false,true,false,real,symmetric,0
9664,9450,541,0.000173,1.671151,3.695696,13.658172,7.405125,false,false,true,false,pattern,general,0
27770,20086,4455,0.000457,12.704609,15.967372,254.956963,10.801154,false,false,true,false,pattern,general,0
5339,1,1,0.002756,14.716426,29.93,895.804921,5742.80561,false,false,false,false,real,symmetric,0
325729,203609,12302,0.000014,4.596256,21.476733,461.250062,152.006837,false,false,true,false,pattern,general,0
62,1,19,0.082726,5.129032,2.955871,8.737176,3.724158,true,false,false,false,pattern,symmetric,0
15435,1,1,0.000594,9.166051,5.676939,32.227641,103320.135368,true,false,false,false,real,symmetric,0
186211,1,25701,0.000026,4.856373,2.925289,8.557315,4979800.397455,false,false,false,false,integer,symmetric,0
86204,1,14332,0.000058,4.960164,3.529458,12.457075,9694476.968256,true,false,false,false,integer,symmetric,0
1922,1,1,0.008212,15.783559,5.69528,32.436211,125741778081.530032,false,false,false,false,real,symmetric,0
229,1,1,0.033886,7.759825,2.127298,4.525396,8.727336,false,false,false,false,pattern,symmetric,0
131,48,65,0.031234,4.091603,3.476184,12.083852,119005.649282,true,false,true,false,real,general,0
1000,318,318,0.00375,3.75,2.016821,4.067568,7.268878,true,true,true,false,real,symmetric,0
53370,1297,2557,0.000225,12.015927,22.502297,506.35336,179195998.898303,true,false,true,false,real,general,0
9540,382,207,0.002278,21.730398,13.088378,171.305649,1215.757323,false,false,true,false,real,general,0
74752,1,1,0.000107,7.986301,6.277842,39.411298,49.623823,false,true,false,false,real,symmetric,0
2163,2,2,0.015916,34.42626,17.686929,312.827469,51.845999,false,false,true,false,real,general,0
46772,1,1,0.000942,44.057599,5.876158,34.529235,2081707163.281952,false,false,false,false,real,symmetric,0
1650,2,2,0.002725,4.496364,1.714363,2.939041,516.780003,false,false,true,false,real,general,0
1813,8,474,0.003379,6.12631,30.787942,947.897392,1.6101,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.178553,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.875123,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
3024,29,3,0.008732,26.404762,9.401553,88.389207,30.99688,false,false,true,false,pattern,symmetric,0
41282,1,1,0.000282,11.640328,23.761291,564.598958,4103.105479,false,false,false,false,real,symmetric,0
97578,1,1,0.001024,99.95665,28.557841,815.55029,1307082312125.533952,false,false,false,false,real,symmetric,0
37261,1,19,0.000319,11.904485,27.607938,762.198257,326846.608555,false,false,false,false,real,general,0
5975,1,1,0.001526,9.116485,64.326189,4137.858541,14006.872306,false,false,false,false,real,symmetric,0
60740,2,2,0.000552,33.508084,12.599657,158.751363,1843639.223116,false,false,true,false,real,general,0
281903,29914,34486,0.000029,8.203166,11.311426,127.948369,48.375568,false,false,true,false,pattern,general,0
69244,60916,2097,0.000058,3.98797,28.31903,801.967462,69.260198,false,false,true,false,pattern,general,0
241666,1,36989,0.00002,4.949368,3.638082,13.235638,11364213.068776,true,false,false,false,integer,symmetric,0
29902,1,1,0.000307,9.186576,6.140404,37.704561,112047.303907,false,false,false,false,real,symmetric,0
662,1,1,0.005645,3.73716,1.485312,2.206151,2016.132763,false,true,false,false,real,symmetric,0
13992,28,28,0.003164,44.274443,15.64157,244.658719,51.937103,false,false,true,false,pattern,symmetric,0
1080,211,211,0.019799,21.383333,12.450581,155.01696,270702563.207566,true,false,true,false,real,general,0
23560,1,1,0.00083,19.55,2.110484,4.454141,262.617621,true,false,false,false,real,general,0
2870,180,180,0.002884,8.276655,2.038864,4.156966,1,false,false,true,false,real,general,0
588,1,1,0.061948,36.42517,9.315747,86.783147,48496697.782373,false,false,false,false,real,symmetric,0
268,1,1,0.04291,11.5,5.769285,33.284644,12.017026,false,false,false,false,pattern,symmetric,0
59310,1437,2837,0.000204,12.099477,22.686089,514.658637,37242.359142,false,false,true,false,real,general,0
63336,1,1,0.00078,49.42554,11.803252,139.316758,56.278581,false,false,false,false,pattern,symmetric,0
116158,1,1,0.000631,73.318239,419.589747,176055.555911,1423.772197,true,false,false,false,real,general,0
1813,6,469,0.003415,6.191947,30.785389,947.740178,5.544549,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871745,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
1074,37,3,0.044724,48.03352,15.982947,255.454607,49.619383,false,false,true,false,pattern,symmetric,0
64810,6,6,0.000135,8.733158,18.686997,349.203864,336851.206689,false,false,true,false,real,symmetric,0
16558,1,1,0.000546,9.03841,7.257986,52.678358,17.333067,false,false,false,false,pattern,symmetric,0
14214,638,638,0.001285,18.269875,3.948347,15.589443,250691.613584,true,false,true,false,real,general,0
49702,172,172,0.000135,6.700515,23.220699,539.200885,90351696.713173,false,false,true,false,real,general,0
4470,4459,607,0.000637,2.848098,17.65171,311.582873,1,false,false,true,false,pattern,general,0
6537,1,1,0.001472,9.620774,15.240337,232.267885,7352.735845,false,false,false,false,real,symmetric,0
77,1,27,0.085681,6.597403,6.039911,36.480519,22.036512,false,false,false,false,integer,symmetric,0
67578,1,9377,0.000074,4.977241,2.906551,8.448037,1908725.011645,true,false,false,false,integer,symmetric,0
685,1,1,0.006924,4.743066,1.792928,3.21459,6514.229082,false,true,false,false,real,symmetric,0
28924,1,1,0.002443,70.650394,31.723693,1006.392725,91.586448,false,false,false,false,pattern,symmetric,0
30237,1,1,0.001586,47.959884,14.233034,202.579254,1619401804.340198,false,false,false,false,real,symmetric,0
6774,1291,1311,0.000735,4.981399,5.67972,32.259214,619635.87201,false,false,true,false,real,general,0
1821,1,1,0.015888,28.931906,11.462254,131.383273,23700250.64473,false,false,false,false,real,symmetric,0
292,1,1,0.02979,8.69863,5.408876,29.255943,8.738302,false,false,false,false,pattern,symmetric,0
5005,2111,2111,0.0008,4.002597,2.663554,7.094518,6758440.053686,false,true,true,false,real,general,0
398,2,2,0.023219,9.241206,3.759403,14.133109,10.410847,false,false,true,false,real,general,1
45330,1,1,0.001564,70.893845,39.731468,1578.589582,76.189412,false,false,false,false,pattern,symmetric,0
55590,1,1,0.001365,75.888829,110.888918,12296.352173,159.448485,false,false,false,false,pattern,symmetric,0
115967,1,1,0.000077,8.911785,0.587509,0.345166,7.786138,false,false,false,false,real,general,0
1813,6,469,0.00342,6.200772,30.785727,947.760993,2.62139,false,false,true,false,real,general,0
